全网频道,#genre#
吉林卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225886/1.m3u8
山西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
陕西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
四川卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225898/1.m3u8
云南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8
海南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225890/1.m3u8
宁夏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
青海卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
内蒙卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
西藏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225900/1.m3u8
新疆卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225901/1.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8#http://121.31.30.90:8085/ysten-business/live/beijingstv/yst.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226829/index.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8#http://ls.qingting.fm/live/1266.m3u8
武汉综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉电视,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
湖北综合,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北经视,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北影视,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北生活,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
公共新闻,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
垄上频道,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
重庆新闻,http://219.153.252.50/PLTV/88888888/224/3221225531/chunklist.m3u8
浙江少儿,http://111.40.205.87/PLTV/88888888/224/3221225612/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225643/index.m3u8#http://live.wifizs.cn/ggsh/sd/live.m3u8
河北少儿,http://live.wifizs.cn/qdly/sd/live.m3u8
河北经济,http://wuqiao.chinashadt.com:2035/live/di1.stream/playlist.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225623/index.m3u8#http://121.31.30.90:8085/ysten-business/live/hebeistv/1.m3u8#http://121.31.30.90:8085/ysten-business/live/hebeistv/yst.m3u8#http://ls.qingting.fm/live/4546579.m3u8
河北都市,http://hbpx.chinashadt.com:2036/live/px4.stream/playlist.m3u8
河北影视,http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream/playlist.m3u8#http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream_360p/playlist.m3u8#http://jsby.chinashadt.com:2035/live/by1.stream/playlist.m3u8
河北公共,http://111.40.205.87/PLTV/88888888/224/3221225615/index.m3u8#http://121.31.30.90:8085/ysten-business/live/jiangxistv/1.m3u8#http://ls.qingting.fm/live/91019.m3u8
河北农民,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/jiangxistv/1.m3u8#http://zhjz.chinashadt.com:2036/live/1.stream/chunklist.m3u8
辽宁公共,http://lms.csytv.com/Live/124/live/livestream.m3u8#http://hbcb.chinashadt.com:1936/live/tv2.stream/playlist.m3u8
浙江民生,http://117.148.187.37/PLTV/88888888/224/3221226136/index.m3u8#http://ls.qingting.fm/live/23891.m3u8
浙江经济生活,http://ls.qingting.fm/live/1099.m3u8
第一财经,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8#http://live1.fzntv.cn/live/zohi_fztv4/playlist.m3u8
东方财经,http://117.169.120.140:8080/live/dongnanstv/.m3u8
泉州综合,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=42&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://121.31.30.90:8085/ysten-business/live/hdshenzhenstv/1.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=002&Provider_id=&Pcontent_id=index.m3u8
福州综合,http://live1.fzntv.cn/live/zohi_fztv1/playlist.m3u8#http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8#http://stream2.jlntv.cn/baishan1/sd/live.m3u8#http://ls.qingting.fm/live/1861.m3u8
福州影视,http://live1.fzntv.cn/live/zohi_fztv2/playlist.m3u8#http://live.zohi.tv/video/s10001-yspd-2/index.m3u8#http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8#http://ls.qingting.fm/live/4911.m3u8
福州生活,http://live1.fzntv.cn/live/zohi_fztv3/playlist.m3u8#http://live.zohi.tv/video/s10001-shpd-3/index.m3u8#http://stream2.jlntv.cn/baicheng1/sd/live.m3u8#http://ls.qingting.fm/live/1862.m3u8#http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
福州少儿,http://live1.fzntv.cn/live/zohi_fztv4/playlist.m3u8#http://live.zohi.tv/video/s10001-sepd-4/index.m3u8#http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8#http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8#http://ls.qingting.fm/live/4857.m3u8
叶县一套,http://ls.qingting.fm/live/345.m3u8
娄底综合,http://218.77.102.118:1935/live/zonghe/playlist.m3u8#http://121.31.30.90:8085/ysten-business/live/cctv-10/1.m3u8
娄底公共,http://218.77.102.118:1935/live/gonggong/playlist.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=53&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://121.31.30.90:8085/ysten-business/live/cctv-11/1.m3u8#http://ls.qingting.fm/live/1738915.m3u8
陕西都市,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://117.156.28.119/270000001111/1110000001/index.m3u8
陕西生活,http://121.31.30.90:8085/ysten-business/live/yangguangstv/1.m3u8
陕西公共,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8#http://ls.qingting.fm/live/1222.m3u8
西安新闻,http://stream2.xiancity.cn/xatv1/sd/live.m3u8#http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_216.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=20&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=36&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
西安白鸽,http://stream2.xiancity.cn/xatv2/sd/live.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=237&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://ls.qingting.fm/live/2473319.m3u8
西安资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8#http://183.64.181.25:40023/rongchang02.m3u8#http://stream.guihet.com/tv/sxdft.php?id=3221225975#http://111.40.205.76/PLTV/88888888/224/3221225633/index.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8#http://117.149.150.4/guangdianyun_33058/tv_channel_216__redirect__33058.m3u8#http://stream.guihet.com/tv/sxdft.php?id=3221225976#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=7&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://hbxx.chinashadt.com:3299/live/stream%3Adi8.stream_360p/chunklist.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=30&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=003&Provider_id=&Pcontent_id=index.m3u8#http://121.31.30.90:8085/ysten-business/live/hdbeijingstv/1.m3u8
西安健康,http://stream2.xiancity.cn/xatv5/sd/live.m3u8#http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_325.m3u8#http://stream.guihet.com/tv/sxdft.php?id=3221225977#http://hbxx.chinashadt.com:3299/live/stream%3Adi7.stream_360p/chunklist.m3u8
蚌埠新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
蚌埠公共频道,http://live.wifizs.cn/ggsh/sd/live.m3u8
蚌埠生活频道,http://stream.wifizs.cn/xwzh/sd/live.m3u8
池州新闻综合,http://yiling.live.cjyun.org/video/s10174-TC1T/index.m3u8
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
阜阳新闻综合,http://live.zjmc.tv/2/sd/live.m3u8#http://219.153.252.50/PLTV/88888888/224/3221225623/chunklist.m3u8
阜阳公共频道,http://live.zjmc.tv/3/sd/live.m3u8#http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
阜阳教育频道,http://live.zjmc.tv/1/sd/live.m3u8
阜阳都市频道,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
亳州新闻频道,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.m3u8
芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8#http://live.wjyanghu.com/live/CH2.m3u8
芜湖生活频道,http://live1.wuhubtv.com/channel2/sd/live.m3u8#http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
芜湖公共频道,http://live1.wuhubtv.com/channel3/sd/live.m3u8#http://pili-live-hls.66.i2863.com/i2863-66/live_66_404312.m3u8#http://wuxue.live.cjyun.org/video/s10107-wxtv1/index.m3u8
芜湖教育频道,http://live1.wuhubtv.com/channel4/sd/live.m3u8#http://live.wjyanghu.com/live/CH1.m3u8
六安新闻综合,http://live.china-latv.com/channel1/sd/live.m3u8#http://ls.qingting.fm/live/267.m3u8
六安公共频道,http://live.china-latv.com/channel2/sd/live.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226829/index.m3u8#http://ls.qingting.fm/live/1794199.m3u8
马鞍山新闻综合,http://live.massp.cn:5011/vod/video_hls/c01.m3u8#http://live2.asbctv.com/hls-live/livepkgr/_definst_/liveevent/6VD2t6OWb3SFZxUQL6FW0X7ojmndKJS9fdRjpdhgB71.m3u8
马鞍山影视频道,http://live.massp.cn:5011/vod/video_hls/c02.m3u8
滁州新闻综合,http://183.167.193.45:1935/live/cztvzh/playlist.m3u8#https://qq.com-v-qq.com/20180805/4250_8e255b8a/index.m3u8
滁州科教频道,http://183.167.193.45:1935/live/cztvkj/playlist.m3u8#http://hbpx.chinashadt.com:2036/live/px5.stream/playlist.m3u8#https://yun.kubo-zy-youku.com/20180805/sh41ew25/index.m3u8
滁州公共频道,http://183.167.193.45:1935/live/cztvgg/playlist.m3u8#http://223.110.243.173/PLTV/3/224/3221227220/index.m3u8#https://m.bwzybf.com/20180804/kYPv9nvU/index.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225647/index.m3u8
东至文化资讯,http://223.247.33.124:1935/live/wenhua/playlist.m3u8#http://wowza.montevideo.com.uy:1936/live/_definst_/mvdstrem/master.m3u8
岳西综合频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
岳西影视频道,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
岳西图文频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
萧县新闻综合,http://222.179.155.21:1935/ch0.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
霍山综合频道,http://ahhs.chinashadt.com:1936/live/stream:hs1.stream/playlist.m3u8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
梁平综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/playlist.m3u8#http://ls.qingting.fm/live/3244137.m3u8
长寿文化旅游,http://qxlmlive.cbg.cn:1935/app_2/ls_75.stream/playlist.m3u8
开州综合频道,http://kaixianlive.cbg.cn:10345/1.m3u8
开州生活频道,http://kaixianlive.cbg.cn:10345/5.m3u8#http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/guangxistv/1.m3u8#http://111.40.205.76/PLTV/88888888/224/3221225659/index.m3u8
綦江综合频道,http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8#http://218.17.99.211:82/hls/d4encs75.m3u8#http://stream.zzgd.tv/2/sd/live.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8#http://59.46.18.134:8114/Fsv_otype=1?FvSeid=5bf181c25f226bb2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=80&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://stream.hsqtv.cn/2/sd/live.m3u8
江津经济生活,http://jiangjinlive.cbg.cn:1935/ch0.m3u8#http://pili-live-hls.qnlive.appwuhan.com/jianwei/896.m3u8?auth_key=1550149076-1381559855-0-45ab235bdc6abcb4ab75c652ac521df5
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8#http://117.158.206.60:9080/live/lypd.m3u8#http://hnnz.chinashadt.com:1935/live/1004.stream/playlist.m3u8#https://live.ntdimg.com/uwlive990/playlist.m3u8
彭水新闻综合,http://pengshuilive.cbg.cn/pengshui01.m3u8#https://m.bwzybf.com/20180729/lVnCLyZV/index.m3u8
丰都文化旅游,http://223.247.33.124:1935/live/wenhua/playlist.m3u8#http://186.155.200.118:1935/live/MelodyChannel/playlist.m3u8?iptvgratis?chile.m3u8
忠县综合频道,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_35.stream/playlist.m3u8
黔江综合频道,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8#http://219.153.252.50/PLTV/88888888/224/3221225646/chunklist.m3u8
黔江武陵频道,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
黔江生态文化,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8#http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
万盛新闻综合,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8#http://stream0.tv41.ru/live.m3u8
福建导视,http://fjnh.chinashadt.com:2036/live/stream:fjds.stream/playlist.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8#http://39.134.52.182/wh7f454c46tw1696467131_1868720566/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225981/index.m3u8#http://111.75.179.195:30767/video/live_vide2.m3u8
宁德新闻综合,http://218.77.102.118:1935/live/gonggong/playlist.m3u8#http://119.39.242.52:1935/live/gonggong/playlist.m3u8
宁德公共频道,http://live1.rdxmt.com/xwzh/sd/live.m3u8#http://live1.rdxmt.com/shfw/sd/live.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8#http://cdn1.live-tv.od.ua:8081/wave/wave-abr/playlist.m3u8#http://ls.qingting.fm/live/4885.m3u8
